team,game_id,pos,stat,val
Eagles,12,SF,AST,18.0
Eagles,12,PF,PTS,18.0
Eagles,12,PF,REB,26.0
Eagles,12,PF,AST,5.0
Eagles,12,C,PTS,9.0
Eagles,12,C,REB,5.0
Eagles,12,C,AST,13.0
Eagles,13,PG,PTS,27.0
Eagles,13,PG,REB,12.0
Eagles,13,PG,AST,6.0
Eagles,13,SG,PTS,20.0
Eagles,13,SG,REB,7.0
Eagles,13,SG,AST,15.0
Eagles,13,SF,PTS,14.0
Eagles,13,SF,REB,18.0
Eagles,13,SF,AST,9.0
Eagles,13,PF,PTS,16.0
Eagles,13,PF,REB,11.0
Eagles,13,PF,AST,7.0
Eagles,13,C,PTS,23.0
Eagles,13,C,REB,8.0
Eagles,13,C,AST,6.0
Eagles,14,PG,PTS,21.0
Eagles,14,PG,REB,17.0
Eagles,14,PG,AST,13.0
Eagles,14,SG,PTS,9.0
Eagles,14,SG,REB,3.0
Eagles,14,SG,AST,4.0
Eagles,14,SF,PTS,16.0
Eagles,14,SF,REB,7.0
Eagles,14,SF,AST,3.0
Eagles,14,PF,PTS,14.0
Eagles,14,PF,REB,4.0
Eagles,14,PF,AST,1.0
Eagles,14,C,PTS,11.0
Eagles,14,C,REB,15.0
Eagles,14,C,AST,11.0
Eagles,15,PG,PTS,20.0
Eagles,15,PG,REB,12.0
Eagles,15,PG,AST,14.0
Eagles,15,SG,PTS,20.0
Eagles,15,SG,REB,3.0
Eagles,15,SG,AST,5.0
Eagles,15,SF,PTS,5.0
Eagles,15,SF,REB,26.0
Eagles,15,SF,AST,1.0
Eagles,15,PF,PTS,22.0
Eagles,15,PF,REB,1.0
Eagles,15,PF,AST,5.0
Eagles,15,C,PTS,4.0
Eagles,15,C,REB,8.0
Eagles,15,C,AST,4.0
Eagles,16,PG,PTS,18.0
Eagles,16,PG,REB,4.0
Eagles,16,PG,AST,11.0
Eagles,16,SG,PTS,6.0
Eagles,16,SG,REB,4.0
Eagles,16,SG,AST,2.0
Eagles,16,SF,PTS,18.0
Eagles,16,SF,REB,1.0
Eagles,16,SF,AST,10.0
Eagles,16,PF,PTS,12.0
Eagles,16,PF,REB,4.0
Eagles,16,PF,AST,8.0
Eagles,16,C,PTS,24.0
Eagles,16,C,REB,10.0
Eagles,16,C,AST,21.0
Eagles,17,PG,PTS,31.0
Eagles,17,PG,REB,12.0
Eagles,17,PG,AST,1.0
Eagles,17,SG,PTS,23.0
Eagles,17,SG,REB,11.0
Eagles,17,SG,AST,4.0
Eagles,17,SF,PTS,26.0
Eagles,17,SF,REB,9.0
Eagles,17,SF,AST,1.0
Eagles,17,PF,PTS,23.0
Eagles,17,PF,REB,16.0
Eagles,17,PF,AST,9.0
Eagles,17,C,PTS,33.0
Eagles,17,C,REB,6.0
Eagles,17,C,AST,4.0
Eagles,18,PG,PTS,20.0
Eagles,18,PG,REB,8.0
Eagles,18,PG,AST,4.0
Eagles,18,SG,PTS,23.0
Eagles,18,SG,REB,9.0
Eagles,18,SG,AST,4.0
Eagles,18,SF,PTS,7.0
Eagles,18,SF,REB,5.0
Eagles,18,SF,AST,4.0
Eagles,18,PF,PTS,12.0
Eagles,18,PF,REB,7.0
Eagles,18,PF,AST,18.0
Eagles,18,C,PTS,27.0
Eagles,18,C,REB,3.0
Eagles,18,C,AST,17.0
Eagles,19,PG,PTS,5.0
Eagles,19,PG,REB,4.0
Eagles,19,PG,AST,1.0
Eagles,19,SG,PTS,22.0
Eagles,19,SG,REB,14.0
Eagles,19,SG,AST,1.0
Eagles,19,SF,PTS,19.0
Eagles,19,SF,REB,1.0
Eagles,19,SF,AST,8.0
Eagles,19,PF,PTS,7.0
Eagles,19,PF,REB,7.0
Eagles,19,PF,AST,18.0
Eagles,19,C,PTS,9.0
Eagles,19,C,REB,19.0
Eagles,19,C,AST,11.0
Eagles,20,PG,PTS,19.0
Eagles,20,PG,REB,4.0
Eagles,20,PG,AST,7.0
Eagles,20,SG,PTS,18.0
Eagles,20,SG,REB,6.0
Eagles,20,SG,AST,18.0
Eagles,20,SF,PTS,32.0
Eagles,20,SF,REB,5.0
Eagles,20,SF,AST,2.0
Eagles,20,PF,PTS,3.0
Eagles,20,PF,REB,7.0
Eagles,20,PF,AST,9.0
Eagles,20,C,PTS,21.0
Eagles,20,C,REB,22.0
Eagles,20,C,AST,2.0
Eagles,21,PG,PTS,25.0
Eagles,21,PG,REB,13.0
Eagles,21,PG,AST,13.0
Eagles,21,SG,PTS,9.0
Eagles,21,SG,REB,9.0
Eagles,21,SG,AST,8.0
Eagles,21,SF,PTS,8.0
Eagles,21,SF,REB,1.0
Eagles,21,SF,AST,8.0
Eagles,21,PF,PTS,13.0
Eagles,21,PF,REB,7.0
Eagles,21,PF,AST,8.0
Eagles,21,C,PTS,16.0
Eagles,21,C,REB,13.0
Eagles,21,C,AST,12.0
Eagles,22,PG,PTS,13.0
Eagles,22,PG,REB,8.0
Eagles,22,PG,AST,6.0
Eagles,22,SG,PTS,12.0
Eagles,22,SG,REB,5.0
Eagles,22,SG,AST,2.0
Eagles,22,SF,PTS,7.0
Eagles,22,SF,REB,13.0
Eagles,22,SF,AST,11.0
Eagles,22,PF,PTS,23.0
Eagles,22,PF,REB,4.0
Eagles,22,PF,AST,5.0
Eagles,22,C,PTS,34.0
Eagles,22,C,REB,11.0
Eagles,22,C,AST,13.0
Eagles,23,PG,PTS,29.0
Eagles,23,PG,REB,18.0
Eagles,23,PG,AST,11.0
Eagles,23,SG,PTS,21.0
Eagles,23,SG,REB,18.0
Eagles,23,SG,AST,9.0
Eagles,23,SF,PTS,7.0
Eagles,23,SF,REB,9.0
Eagles,23,SF,AST,11.0
Eagles,23,PF,PTS,44.0
Eagles,23,PF,REB,25.0
Eagles,23,PF,AST,6.0
Eagles,23,C,PTS,29.0
Eagles,23,C,REB,17.0
Eagles,23,C,AST,16.0
Eagles,24,PG,PTS,22.0
Eagles,24,PG,REB,5.0
Eagles,24,PG,AST,3.0
Eagles,24,SG,PTS,24.0
Eagles,24,SG,REB,3.0
Eagles,24,SG,AST,1.0
Eagles,24,SF,PTS,17.0
Eagles,24,SF,REB,13.0
Eagles,24,SF,AST,10.0
Eagles,24,PF,PTS,23.0
Eagles,24,PF,REB,9.0
Eagles,24,PF,AST,15.0
Eagles,24,C,PTS,25.0
Eagles,24,C,REB,21.0
Eagles,24,C,AST,2.0
Eagles,25,PG,PTS,19.0
Eagles,25,PG,REB,9.0
Eagles,25,PG,AST,6.0
Eagles,25,SG,PTS,30.0
Eagles,25,SG,REB,3.0
Eagles,25,SG,AST,10.0
Eagles,25,SF,PTS,25.0
Eagles,25,SF,REB,1.0
Eagles,25,SF,AST,5.0
Eagles,25,PF,PTS,4.0
Eagles,25,PF,REB,11.0
Eagles,25,PF,AST,7.0
Eagles,25,C,PTS,17.0
Eagles,25,C,REB,23.0
Eagles,25,C,AST,13.0
Eagles,26,PG,PTS,6.0
Eagles,26,PG,REB,5.0
Eagles,26,PG,AST,9.0
Eagles,26,SG,PTS,2.0
Eagles,26,SG,REB,11.0
Eagles,26,SG,AST,3.0
Eagles,26,SF,PTS,35.0
Eagles,26,SF,REB,8.0
Eagles,26,SF,AST,4.0
Eagles,26,PF,PTS,17.0
Eagles,26,PF,REB,14.0
Eagles,26,PF,AST,10.0
Eagles,26,C,PTS,29.0
Eagles,26,C,REB,3.0
Eagles,26,C,AST,4.0
Eagles,27,PG,PTS,5.0
Eagles,27,PG,REB,12.0
Eagles,27,PG,AST,18.0
Eagles,27,SG,PTS,21.0
Eagles,27,SG,REB,16.0
Eagles,27,SG,AST,3.0
Eagles,27,SF,PTS,7.0
Eagles,27,SF,REB,19.0
Eagles,27,SF,AST,8.0
Eagles,27,PF,PTS,12.0
Eagles,27,PF,REB,28.0
Eagles,27,PF,AST,2.0
Eagles,27,C,PTS,12.0
Eagles,27,C,REB,7.0
Eagles,27,C,AST,8.0
Eagles,28,PG,PTS,15.0
Eagles,28,PG,REB,13.0
Eagles,28,PG,AST,8.0
Eagles,28,SG,PTS,3.0
Eagles,28,SG,REB,10.0
Eagles,28,SG,AST,10.0
Eagles,28,SF,PTS,7.0
Eagles,28,SF,REB,12.0
Eagles,28,SF,AST,28.0
Eagles,28,PF,PTS,13.0
Eagles,28,PF,REB,21.0
Eagles,28,PF,AST,4.0
Eagles,28,C,PTS,48.0
Eagles,28,C,REB,11.0
Eagles,28,C,AST,3.0
Eagles,435,PG,PTS,21.0
Eagles,435,PG,REB,5.0
Eagles,435,PG,AST,15.0
Eagles,435,SG,PTS,2.0
Eagles,435,SG,REB,15.0
Eagles,435,SG,AST,14.0
Eagles,435,SF,PTS,3.0
Eagles,435,SF,REB,4.0
Eagles,435,SF,AST,9.0
Eagles,435,PF,PTS,12.0
Eagles,435,PF,REB,28.0
Eagles,435,PF,AST,6.0
Eagles,435,C,PTS,22.0
Eagles,435,C,REB,14.0
Eagles,435,C,AST,14.0
Eagles,436,PG,PTS,7.0
Eagles,436,PG,REB,11.0
Eagles,436,PG,AST,11.0
Eagles,436,SG,PTS,14.0
Eagles,436,SG,REB,21.0
Eagles,436,SG,AST,7.0
Eagles,436,SF,PTS,16.0
Eagles,436,SF,REB,19.0
Eagles,436,SF,AST,5.0
Eagles,436,PF,PTS,12.0
Eagles,436,PF,REB,8.0
Eagles,436,PF,AST,14.0
Eagles,436,C,PTS,28.0
Eagles,436,C,REB,13.0
Eagles,436,C,AST,3.0
Eagles,437,PG,PTS,24.0
Eagles,437,PG,REB,5.0
Eagles,437,PG,AST,13.0
Eagles,437,SG,PTS,15.0
Eagles,437,SG,REB,10.0
Eagles,437,SG,AST,1.0
Eagles,437,SF,PTS,25.0
Eagles,437,SF,REB,4.0
Eagles,437,SF,AST,17.0
Eagles,437,PF,PTS,14.0
Eagles,437,PF,REB,3.0
Eagles,437,PF,AST,19.0
Eagles,437,C,PTS,32.0
Eagles,437,C,REB,14.0
Eagles,437,C,AST,2.0
Eagles,438,PG,PTS,2.0
Eagles,438,PG,REB,13.0
Eagles,438,PG,AST,10.0
Eagles,438,SG,PTS,26.0
Eagles,438,SG,REB,14.0
Eagles,438,SG,AST,12.0
Eagles,438,SF,PTS,15.0
Eagles,438,SF,REB,15.0
Eagles,438,SF,AST,16.0
Eagles,438,PF,PTS,30.0
Eagles,438,PF,REB,8.0
Eagles,438,PF,AST,17.0
Eagles,438,C,PTS,46.0
Eagles,438,C,REB,20.0
Eagles,438,C,AST,2.0
Eagles,439,PG,PTS,4.0
Eagles,439,PG,REB,7.0
Eagles,439,PG,AST,22.0
Eagles,439,SG,PTS,14.0
Eagles,439,SG,REB,8.0
Eagles,439,SG,AST,31.0
Eagles,439,SF,PTS,17.0
Eagles,439,SF,REB,5.0
Eagles,439,SF,AST,9.0
Eagles,439,PF,PTS,24.0
Eagles,439,PF,REB,13.0
Eagles,439,PF,AST,11.0
Eagles,439,C,PTS,40.0
Eagles,439,C,REB,22.0
Eagles,439,C,AST,11.0
Eagles,440,PG,PTS,22.0
Eagles,440,PG,REB,17.0
Eagles,440,PG,AST,2.0
Eagles,440,SG,PTS,3.0
Eagles,440,SG,REB,19.0
Eagles,440,SG,AST,1.0
Eagles,440,SF,PTS,20.0
Eagles,440,SF,REB,8.0
Eagles,440,SF,AST,6.0
Eagles,440,PF,PTS,9.0
Eagles,440,PF,REB,9.0
Eagles,440,PF,AST,6.0
Eagles,440,C,PTS,23.0
Eagles,440,C,REB,9.0
Eagles,440,C,AST,10.0
Eagles,441,PG,PTS,21.0
Eagles,441,PG,REB,13.0
Eagles,441,PG,AST,13.0
Eagles,441,SG,PTS,12.0
Eagles,441,SG,REB,6.0
Eagles,441,SG,AST,3.0
Eagles,441,SF,PTS,2.0
Eagles,441,SF,REB,5.0
Eagles,441,SF,AST,1.0
Eagles,441,PF,PTS,16.0
Eagles,441,PF,REB,2.0
Eagles,441,PF,AST,1.0
Eagles,441,C,PTS,21.0
Eagles,441,C,REB,4.0
Eagles,441,C,AST,13.0
Eagles,442,PG,PTS,18.0
Eagles,442,PG,REB,3.0
Eagles,442,PG,AST,3.0
Eagles,442,SG,PTS,32.0
Eagles,442,SG,REB,6.0
Eagles,442,SG,AST,12.0
Eagles,442,SF,PTS,12.0
Eagles,442,SF,REB,8.0
Eagles,442,SF,AST,2.0
Eagles,442,PF,PTS,14.0
Eagles,442,PF,REB,4.0
Eagles,442,PF,AST,3.0
Eagles,442,C,PTS,22.0
Eagles,442,C,REB,2.0
Eagles,442,C,AST,12.0
Eagles,443,PG,PTS,5.0
Eagles,443,PG,REB,9.0
Eagles,443,PG,AST,4.0
Eagles,443,SG,PTS,11.0
Eagles,443,SG,REB,19.0
Eagles,443,SG,AST,4.0
Eagles,443,SF,PTS,7.0
Eagles,443,SF,REB,2.0
Eagles,443,SF,AST,15.0
Eagles,443,PF,PTS,10.0
Eagles,443,PF,REB,14.0
Eagles,443,PF,AST,9.0
Eagles,443,C,PTS,25.0
Eagles,443,C,REB,18.0
Eagles,443,C,AST,7.0
Eagles,444,PG,PTS,16.0
Eagles,444,PG,REB,8.0
Eagles,444,PG,AST,4.0
Eagles,444,SG,PTS,21.0
Eagles,444,SG,REB,1.0
Eagles,444,SG,AST,9.0
Eagles,444,SF,PTS,9.0
Eagles,444,SF,REB,1.0
Eagles,444,SF,AST,6.0
Eagles,444,PF,PTS,22.0
Eagles,444,PF,REB,2.0
Eagles,444,PF,AST,9.0
Eagles,444,C,PTS,13.0
Eagles,444,C,REB,8.0
Eagles,444,C,AST,17.0
Eagles,445,PG,PTS,18.0
Eagles,445,PG,REB,10.0
Eagles,445,PG,AST,12.0
Eagles,445,SG,PTS,8.0
Eagles,445,SG,REB,1.0
Eagles,445,SG,AST,14.0
Eagles,445,SF,PTS,8.0
Eagles,445,SF,REB,7.0
Eagles,445,SF,AST,8.0
Eagles,445,PF,PTS,3.0
Eagles,445,PF,REB,6.0
Eagles,445,PF,AST,8.0
Eagles,445,C,PTS,4.0
Eagles,445,C,REB,6.0
Eagles,445,C,AST,7.0
Eagles,446,PG,PTS,12.0
Eagles,446,PG,REB,13.0
Eagles,446,PG,AST,9.0
Eagles,446,SG,PTS,28.0
Eagles,446,SG,REB,1.0
Eagles,446,SG,AST,7.0
Eagles,446,SF,PTS,15.0
Eagles,446,SF,REB,7.0
Eagles,446,SF,AST,17.0
Eagles,446,PF,PTS,4.0
Eagles,446,PF,REB,28.0
Eagles,446,PF,AST,11.0
Eagles,446,C,PTS,26.0
Eagles,446,C,REB,23.0
Eagles,446,C,AST,12.0
Eagles,447,PG,PTS,2.0
Eagles,447,PG,REB,16.0
Eagles,447,PG,AST,4.0
Eagles,447,SG,PTS,11.0
Eagles,447,SG,REB,18.0
Eagles,447,SG,AST,1.0
Eagles,447,SF,PTS,17.0
Eagles,447,SF,REB,2.0
Eagles,447,SF,AST,3.0
Eagles,447,PF,PTS,15.0
Eagles,447,PF,REB,25.0
Eagles,447,PF,AST,7.0
Eagles,447,C,PTS,14.0
Eagles,447,C,REB,19.0
Eagles,447,C,AST,19.0
Eagles,448,PG,PTS,10.0
Eagles,448,PG,REB,13.0
Eagles,448,PG,AST,5.0
Eagles,448,SG,PTS,14.0
Eagles,448,SG,REB,8.0
Eagles,448,SG,AST,4.0
Eagles,448,SF,PTS,13.0
Eagles,448,SF,REB,1.0
Eagles,448,SF,AST,11.0
Eagles,448,PF,PTS,17.0
Eagles,448,PF,REB,4.0
Eagles,448,PF,AST,11.0
Eagles,448,C,PTS,21.0
Eagles,448,C,REB,28.0
Eagles,448,C,AST,5.0
Eagles,449,PG,PTS,1.0
Eagles,449,PG,REB,8.0
Eagles,449,PG,AST,9.0
Eagles,449,SG,PTS,18.0
Eagles,449,SG,REB,11.0
Eagles,449,SG,AST,11.0
Eagles,449,SF,PTS,12.0
Eagles,449,SF,REB,18.0
Eagles,449,SF,AST,19.0
Eagles,449,PF,PTS,19.0
Eagles,449,PF,REB,3.0
Eagles,449,PF,AST,12.0
Eagles,449,C,PTS,36.0
Eagles,449,C,REB,16.0
Eagles,449,C,AST,2.0
Eagles,450,PG,PTS,18.0
Eagles,450,PG,REB,2.0
Eagles,450,PG,AST,23.0
Eagles,450,SG,PTS,19.0
Eagles,450,SG,REB,17.0
Eagles,450,SG,AST,6.0
Eagles,450,SF,PTS,14.0
Eagles,450,SF,REB,3.0
Eagles,450,SF,AST,11.0
Eagles,450,PF,PTS,12.0
Eagles,450,PF,REB,9.0
Eagles,450,PF,AST,15.0
Eagles,450,C,PTS,21.0
Eagles,450,C,REB,19.0
Eagles,450,C,AST,14.0
Eagles,451,PG,PTS,22.0
Eagles,451,PG,REB,12.0
Eagles,451,PG,AST,16.0
Eagles,451,SG,PTS,10.0
Eagles,451,SG,REB,22.0
Eagles,451,SG,AST,1.0
Eagles,451,SF,PTS,7.0
Eagles,451,SF,REB,4.0
Eagles,451,SF,AST,16.0
Eagles,451,PF,PTS,10.0
Eagles,451,PF,REB,19.0
Eagles,451,PF,AST,16.0
Eagles,451,C,PTS,26.0
Eagles,451,C,REB,10.0
Eagles,451,C,AST,8.0
Eagles,452,PG,PTS,35.0
Eagles,452,PG,REB,12.0
Eagles,452,PG,AST,5.0
Eagles,452,SG,PTS,22.0
Eagles,452,SG,REB,13.0
Eagles,452,SG,AST,11.0
Eagles,452,SF,PTS,16.0
Eagles,452,SF,REB,9.0
Eagles,452,SF,AST,1.0
Eagles,452,PF,PTS,29.0
Eagles,452,PF,REB,18.0
Eagles,452,PF,AST,6.0
Eagles,452,C,PTS,2.0
Eagles,452,C,REB,18.0
Eagles,452,C,AST,12.0
Eagles,453,PG,PTS,15.0
Eagles,453,PG,REB,1.0
Eagles,453,PG,AST,14.0
Eagles,453,SG,PTS,13.0
Eagles,453,SG,REB,14.0
Eagles,453,SG,AST,4.0
Eagles,453,SF,PTS,20.0
Eagles,453,SF,REB,23.0
Eagles,453,SF,AST,1.0
Eagles,453,PF,PTS,20.0
Eagles,453,PF,REB,25.0
Eagles,453,PF,AST,1.0
Eagles,453,C,PTS,15.0
Eagles,453,C,REB,37.0
Eagles,453,C,AST,6.0
Eagles,454,PG,PTS,22.0
Eagles,454,PG,REB,17.0
Eagles,454,PG,AST,3.0
Eagles,454,SG,PTS,17.0
Eagles,454,SG,REB,13.0
Eagles,454,SG,AST,7.0
Eagles,454,SF,PTS,12.0
Eagles,454,SF,REB,4.0
Eagles,454,SF,AST,5.0
Eagles,454,PF,PTS,18.0
Eagles,454,PF,REB,11.0
Eagles,454,PF,AST,7.0
Eagles,454,C,PTS,12.0
Eagles,454,C,REB,7.0
Eagles,454,C,AST,8.0
Eagles,455,PG,PTS,39.0
Eagles,455,PG,REB,2.0
Eagles,455,PG,AST,25.0
Eagles,455,SG,PTS,16.0
Eagles,455,SG,REB,1.0
Eagles,455,SG,AST,13.0
Eagles,455,SF,PTS,9.0
Eagles,455,SF,REB,18.0
Eagles,455,SF,AST,10.0
Eagles,455,PF,PTS,13.0
Eagles,455,PF,REB,6.0
Eagles,455,PF,AST,7.0
Eagles,455,C,PTS,19.0
Eagles,455,C,REB,9.0
Eagles,455,C,AST,6.0
Eagles,456,PG,PTS,12.0
Eagles,456,PG,REB,13.0
Eagles,456,PG,AST,7.0
Eagles,456,SG,PTS,29.0
Eagles,456,SG,REB,9.0
Eagles,456,SG,AST,13.0
Eagles,456,SF,PTS,15.0
Eagles,456,SF,REB,5.0
Eagles,456,SF,AST,10.0
Eagles,456,PF,PTS,6.0
Eagles,456,PF,REB,17.0
Eagles,456,PF,AST,9.0
Eagles,456,C,PTS,2.0
Eagles,456,C,REB,4.0
Eagles,456,C,AST,4.0
Eagles,457,PG,PTS,24.0
Eagles,457,PG,REB,10.0
Eagles,457,PG,AST,8.0
Eagles,457,SG,PTS,10.0
Eagles,457,SG,REB,12.0
Eagles,457,SG,AST,4.0
Eagles,457,SF,PTS,15.0
Eagles,457,SF,REB,15.0
Eagles,457,SF,AST,11.0
Eagles,457,PF,PTS,28.0
Eagles,457,PF,REB,8.0
Eagles,457,PF,AST,9.0
Eagles,457,C,PTS,26.0
Eagles,457,C,REB,15.0
Eagles,457,C,AST,9.0
Eagles,458,PG,PTS,3.0
Eagles,458,PG,REB,2.0
Eagles,458,PG,AST,19.0
Eagles,458,SG,PTS,8.0
Eagles,458,SG,REB,26.0
Eagles,458,SG,AST,13.0
Eagles,458,SF,PTS,13.0
Eagles,458,SF,REB,10.0
Eagles,458,SF,AST,1.0
Eagles,458,PF,PTS,15.0
Eagles,458,PF,REB,11.0
Eagles,458,PF,AST,12.0
Eagles,458,C,PTS,44.0
Eagles,458,C,REB,18.0
Eagles,458,C,AST,21.0
Eagles,459,PG,PTS,5.0
Eagles,459,PG,REB,6.0
Eagles,459,PG,AST,8.0
Eagles,459,SG,PTS,22.0
Eagles,459,SG,REB,6.0
Eagles,459,SG,AST,14.0
Eagles,459,SF,PTS,10.0
Eagles,459,SF,REB,2.0
Eagles,459,SF,AST,2.0
Eagles,459,PF,PTS,1.0
Eagles,459,PF,REB,23.0
Eagles,459,PF,AST,3.0
Eagles,459,C,PTS,17.0
Eagles,459,C,REB,12.0
Eagles,459,C,AST,23.0
Eagles,460,PG,PTS,31.0
Eagles,460,PG,REB,10.0
Eagles,460,PG,AST,4.0
Eagles,460,SG,PTS,20.0
Eagles,460,SG,REB,2.0
